review_id,claim_id,claim_family_id,review_set,claim_level,claim_type,claim_text,short_claim_text,target,feature_family,feature_space,pipeline,atlas,dataset,cohort,roi,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,n_samples,n_features,support_regions,support_metrics_short,overall_label,stability_label,transfer_label,evidence_spearman,support_jaccard,direction_retention_source_support,transfer_auc_oriented,transfer_spearman_corr,related_experiment_ids,reviewer_id,reviewer_type,reviewer_specialty,plausibility_1_5,clarity_1_5,faithfulness_1_5,usefulness_1_5,reviewer_confidence_1_5,caution_level,recommended_action,corrected_claim_text,reviewer_comments
REV0106,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_superiortemporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower rh_superiortemporal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_superiortemporal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_ad_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,rh_superiortemporal,temporal,temporal,,,temporal,lower,t,-10.77880951,-0.735686055,-10.77880951,4.773305235737815e-25,2.496805815616703e-24,660,68,,,stable_and_transferable,stable,strong,0.8775150462088591,0.052631579,0.84375,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,3,fragile,minor_revise,,
REV0107,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146_atomic_roi_RH_Cont_Par_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher RH_Cont_Par_2 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.","Higher MMSE is associated with higher RH_Cont_Par_2 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.",mmse,thickness,spm_thickness_schaefer200_7,spm_cat12,schaefer200_7network,ADNI_SPM_MATCHED,pooled,RH_Cont_Par_2,Cont,unknown_subregion,Cont,,unknown,higher,t,21.45829856505379,0.3767322946169118,21.45829856505379,6.761273544904008e-95,4.709576745071068e-94,2892,202,,,stable_and_transferable,stable,strong,0.9285714285714288,0.5384615384615384,1,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0108,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def_atomic_roi_RH_Default_Temp_4,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher RH_Default_Temp_4 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.","Higher MMSE is associated with higher RH_Default_Temp_4 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.",mmse,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,ADNI_SPM_MATCHED,pooled,RH_Default_Temp_4,Default,temporal,Default,,temporal,higher,t,14.881550688263884,0.2704584303369456,14.881550688263884,2.5649010842414724e-48,2.878388994537652e-47,2892,202,,,stable_and_transferable,stable,strong,0.9642857142857144,0.5384615384615384,1,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0109,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE_13160e92a9_composite_main,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE_13160e92a9,llm_extended,composite,mmse_association,"Higher MMSE is associated with higher Schaefer 200 7-network cortical thickness in Default, Cont, and DorsAttn network parcels, after adjustment for age, sex, education.","Higher MMSE is associated with higher Schaefer 200 7-network cortical thickness in Default, Cont, and DorsAttn network parcels, after adjustment for age, sex, education.",mmse,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,OASIS1_baseline,pooled,,,,,,,higher,mean_abs_t,6.138842071292184,,,,,235,202,,,stable_not_transferable,stable,insufficient,0.942857143,1,1,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,4,4,4,stable,accept,,
REV0110,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb_atomic_roi_lh_superiortemporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher lh_superiortemporal cortical regional volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher lh_superiortemporal cortical regional volume, after adjustment for age, sex, education, icv.",mmse,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,lh_superiortemporal,temporal,temporal,,,temporal,higher,t,13.254546270497286,0.3239985734628915,13.254546270497286,1.205703745493981e-37,1.024848183669884e-36,1272,68,,,stable_and_transferable,stable,strong,0.9082337672252546,0.052631579,0.8235294117647058,,0.392566855,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0111,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_fusiform,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower rh_fusiform cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_fusiform cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_ad_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,rh_fusiform,temporal,temporal,,,temporal,lower,t,-13.09552475,-0.862818568,-13.09552475,5.773154250864565e-35,5.60820698655415e-34,660,68,,,stable_and_transferable,stable,strong,0.8775150462088591,0.052631579,0.84375,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0112,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86_atomic_roi_Left-Inf-Lat-Vent,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86,llm_extended,atomic_roi,diagnosis_contrast,"MCI is associated with higher Left-Inf-Lat-Vent subcortical volume compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with higher Left-Inf-Lat-Vent subcortical volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,Left-Inf-Lat-Vent,ventricle_csf,ventricle_csf,,,,higher,t,6.539237067528967,0.3631668203793419,6.539237067528967,9.886848675331829e-11,1.5818957880530926e-09,997,64,,,stable_and_transferable,stable,moderate,0.948281345,0.1428571428571428,0.7647058823529411,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,4,4,stable,accept,,
REV0113,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01_atomic_roi_Left-Lateral-Ventricle,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01,llm_extended,atomic_roi,age_association,"Older age is associated with higher Left-Lateral-Ventricle subcortical volume, after adjustment for sex, education, icv.","Older age is associated with higher Left-Lateral-Ventricle subcortical volume, after adjustment for sex, education, icv.",age,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,Left-Lateral-Ventricle,ventricle_csf,ventricle_csf,,,,higher,t,11.423596215567509,0.2747771645790181,11.423596215567509,7.308205856260849e-29,1.1449522508141994e-27,1299,64,,,fragile,fragile,weak,0.9400711171573062,0.1764705882352941,0.3529411764705882,,-0.140561878,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,5,5,2,4,5,fragile,major_revise,, Low stability.
REV0114,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_group_summary_global_brain_volume,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,llm_extended,group_summary,group_enrichment,"AD-versus-CN effects are concentrated in global brain-volume measures, where 6/16 regions meet support criteria.","AD-versus-CN effects are concentrated in global brain-volume measures, where 6/16 regions meet support criteria.",diagnosis_binary_ad_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,,global_brain_volume,global_brain_volume,,,,lower,mean_abs_t,2.5338454598744407,-0.186976488,,,,660,64,,,stable_and_transferable,stable,strong,0.9809940174873448,0.1428571428571428,1,0.8837495544091634,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0115,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_AGE_6d02af05ab_composite_main,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_AGE_6d02af05ab,llm_extended,composite,age_association,"Older age is associated with lower cortical regional volume in temporal, frontal, and occipital regions, after adjustment for sex, education.","Older age is associated with lower cortical regional volume in temporal, frontal, and occipital regions, after adjustment for sex, education.",age,volume,fs8_cortical_volume,freesurfer8,cortical_regions,OASIS1_baseline,pooled,,,,,,,lower,mean_abs_t,6.154449593777963,,,,,235,68,,,transferable_but_drifted,moderate,strong,0.6861854410810398,0.4285714285714285,1,,0.7692865955465649,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,4,4,4,tentative,accept,,
REV0116,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01_atomic_roi_Right-choroid-plexus,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01,llm_extended,atomic_roi,age_association,"Older age is associated with higher Right-choroid-plexus subcortical volume, after adjustment for sex, education, icv.","Older age is associated with higher Right-choroid-plexus subcortical volume, after adjustment for sex, education, icv.",age,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,Right-choroid-plexus,ventricle_csf,ventricle_csf,,,,higher,t,9.516007573,0.2445293549645773,9.516007573,8.458960126379779e-21,5.679587513426423e-20,1299,64,,,fragile,fragile,weak,0.9400711171573062,0.1764705882352941,0.3529411764705882,,-0.140561878,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,4,5,2,4,5,fragile,major_revise,, Low stability.
REV0117,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_lh_rostralmiddlefrontal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower lh_rostralmiddlefrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower lh_rostralmiddlefrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_ad_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,lh_rostralmiddlefrontal,frontal,frontal,,,frontal,lower,t,-7.60271472,-0.521359835,-7.60271472,1.0106763937182737e-13,2.5454072138089853e-13,660,68,,,stable_and_transferable,stable,strong,0.8775150462088591,0.052631579,0.84375,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0118,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd_atomic_roi_rh_temporalpole,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd,llm_extended,atomic_roi,diagnosis_contrast,"MCI is associated with lower rh_temporalpole cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with lower rh_temporalpole cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,rh_temporalpole,temporal,temporal,,,temporal,lower,t,-4.385991818,-0.277455028,-4.385991818,1.2780567586675422e-05,5.431741224337054e-05,997,68,,,fragile,fragile,weak,0.896351137,0.025641026,0.1875,0.5672425947566304,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,2,4,3,fragile,major_revise,, Low stability.
REV0119,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01_atomic_roi_CSF,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01,llm_extended,atomic_roi,age_association,"Older age is associated with higher CSF subcortical volume, after adjustment for sex, education, icv.","Older age is associated with higher CSF subcortical volume, after adjustment for sex, education, icv.",age,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,CSF,ventricle_csf,ventricle_csf,,,,higher,t,9.413467589388048,0.240688942,9.413467589388048,2.1174663457881886e-20,1.1057879805782765e-19,1299,64,,,fragile,fragile,weak,0.9400711171573062,0.1764705882352941,0.3529411764705882,,-0.140561878,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,4,5,2,4,5,fragile,major_revise,, Low stability.
REV0120,OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_MMSE_f3b5d0d703_composite_main,OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_MMSE_f3b5d0d703,llm_extended,composite,mmse_association,"Higher MMSE is associated with higher Kong 200 17-network cortical thickness in Default, Cont, and SalVentAttn network parcels, after adjustment for age, sex, education.","Higher MMSE is associated with higher Kong 200 17-network cortical thickness in Default, Cont, and SalVentAttn network parcels, after adjustment for age, sex, education.",mmse,thickness,fs8_thickness_kong200_17,freesurfer8,kong200_17network,OASIS1_baseline,pooled,,,,,,,higher,mean_abs_t,6.217587329229269,,,,,235,202,,,stable_not_transferable,stable,insufficient,0.942857143,1,1,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,4,4,stable,accept,,
